secs,km,power,hr,cad,alt
0,0,,,28,
1,0.00108857,,,28,
2,0.00217714,,,28,
3,0.00326571,,,28,
4,0.00435429,,,28,
5,0.00544286,,,28,
6,0.00653143,,,28,
7,0.00762,,,28,
8,0.00870857,,,28,
9,0.00979714,,,28,
10,0.0108857,,,28,
11,0.0119743,,,28,
12,0.0130629,,,28,
13,0.0141514,,,28,
14,0.01524,,,28,
15,0.0163286,,,28,
16,0.0174171,,,28,
17,0.0185057,,,28,
18,0.0195943,,,28,
19,0.0206829,,,28,
20,0.0217714,,,28,
21,0.02286,,,28,
22,0.0239486,,,28,
23,0.0250371,,,28,
24,0.0261257,,,28,
25,0.0272143,,,28,
26,0.0283029,,,28,
27,0.0293914,,,28,
28,0.03048,,,28,
29,0.0315686,,,28,
30,0.0326571,,,28,
31,0.0337457,,,28,
32,0.0348343,,,28,
33,0.0359229,,,28,
34,0.0370114,,,28,
35,0.0381,,,28,
36,0.0391886,,,28,
37,0.0402771,,,28,
38,0.0413657,,,28,
39,0.0424543,,,28,
40,0.0435429,,,28,
41,0.0446314,,,28,
42,0.04572,,,28,
43,0.0468086,,,28,
44,0.0478971,,,28,
45,0.0489857,,,28,
46,0.0500743,,,28,
47,0.0511629,,,28,
48,0.0522514,,,28,
49,0.05334,,,27,
50,0.0544286,,,27,
51,0.0555171,,,27,
52,0.0566057,,,27,
53,0.0576943,,,27,
54,0.0587829,,,27,
55,0.0598714,,,27,
56,0.06096,,,27,
57,0.0620486,,,27,
58,0.0631371,,,27,
59,0.0642257,,,27,
60,0.0653143,,,27,
61,0.0664029,,,27,
62,0.0674914,,,27,
63,0.06858,,,27,
64,0.0696686,,,27,
65,0.0707571,,,27,
66,0.0718457,,,27,
67,0.0729343,,,27,
68,0.0740229,,,27,
69,0.0751114,,,29,
70,0.0762,,,29,
71,0.0772886,,,29,
72,0.0783771,,,29,
73,0.0794657,,,29,
74,0.0805543,,,29,
75,0.0816429,,,29,
76,0.0827314,,,29,
77,0.08382,,,29,
78,0.0849086,,,29,
79,0.0859971,,,29,
80,0.0870857,,,29,
81,0.0881743,,,29,
82,0.0892629,,,29,
83,0.0903514,,,29,
84,0.09144,,,29,
85,0.0925286,,,29,
86,0.0936171,,,29,
87,0.0947057,,,29,
88,0.0957943,,,29,
89,0.0968829,,,29,
90,0.0979714,,,29,
91,0.09906,,,28,
92,0.100149,,,28,
93,0.101237,,,28,
94,0.102326,,,28,
95,0.103414,,,28,
96,0.104503,,,28,
97,0.105591,,,28,
98,0.10668,,,28,
99,0.107769,,,28,
100,0.108857,,,28,
101,0.109946,,,28,
102,0.111034,,,28,
103,0.112123,,,28,
104,0.113211,,,28,
105,0.1143,,,28,
106,0.115389,,,28,
107,0.116477,,,28,
108,0.117566,,,28,
109,0.118654,,,28,
110,0.119743,,,28,
111,0.120831,,,28,
112,0.12192,,,28,
113,0.123009,,,28,
114,0.124097,,,28,
115,0.125186,,,28,
116,0.126274,,,28,
117,0.127363,,,28,
118,0.128451,,,28,
119,0.12954,,,28,
120,0.130629,,,28,
121,0.131717,,,28,
122,0.132806,,,28,
123,0.133894,,,28,
124,0.134983,,,28,
125,0.136071,,,28,
126,0.13716,,,28,
127,0.138249,,,28,
128,0.139337,,,28,
129,0.140426,,,28,
130,0.141514,,,28,
131,0.142603,,,28,
132,0.143691,,,28,
133,0.14478,,,28,
134,0.145869,,,28,
135,0.146957,,,28,
136,0.148046,,,28,
137,0.149134,,,28,
138,0.150223,,,28,
139,0.151311,,,28,
140,0.1524,,,28,
141,0.153489,,,28,
142,0.154577,,,28,
143,0.155666,,,28,
144,0.156754,,,28,
145,0.157843,,,28,
146,0.158931,,,28,
147,0.16002,,,28,
148,0.161109,,,28,
149,0.162197,,,28,
150,0.163286,,,28,
151,0.164374,,,28,
152,0.165463,,,28,
153,0.166551,,,28,
154,0.16764,,,28,
155,0.168729,,,28,
156,0.169817,,,27,
157,0.170906,,,27,
158,0.171994,,,27,
159,0.173083,,,27,
160,0.174171,,,27,
161,0.17526,,,27,
162,0.176349,,,27,
163,0.177437,,,27,
164,0.178526,,,27,
165,0.179614,,,27,
166,0.180703,,,27,
167,0.181791,,,27,
168,0.18288,,,27,
169,0.18288,,,27,
170,0.18288,,,27,
171,0.18288,,,27,
172,0.18288,,,27,
173,0.18288,,,27,
174,0.18288,,,27,
175,0.18288,,,27,
176,0.18288,,,27,
177,0.18288,,,27,
178,0.18288,,,27,
179,0.18288,,,27,
180,0.18288,,,27,
181,0.18288,,,27,
182,0.18288,,,27,
183,0.18288,,,27,
184,0.18288,,,27,
185,0.18288,,,27,
186,0.18288,,,27,
187,0.18288,,,27,
188,0.18288,,,27,
189,0.18288,,,27,
190,0.18288,,,27,
191,0.18288,,,27,
192,0.18288,,,27,
193,0.18288,,,27,
194,0.18288,,,27,
195,0.18288,,,27,
196,0.18288,,,27,
197,0.18288,,,27,
198,0.18288,,,27,
199,0.18288,,,27,
200,0.18288,,,27,
201,0.18288,,,27,
202,0.18288,,,27,
203,0.18288,,,27,
204,0.18288,,,27,
205,0.18288,,,27,
206,0.18288,,,27,
207,0.184023,,,27,
208,0.185166,,,27,
209,0.186309,,,27,
210,0.187452,,,27,
211,0.188595,,,27,
212,0.189738,,,27,
213,0.190881,,,27,
214,0.192024,,,27,
215,0.193167,,,27,
216,0.19431,,,27,
217,0.195453,,,27,
218,0.196596,,,27,
219,0.197739,,,27,
220,0.198882,,,27,
221,0.200025,,,27,
222,0.201168,,,27,
223,0.202311,,,27,
224,0.203454,,,27,
225,0.204597,,,27,
226,0.20574,,,27,
227,0.206883,,,27,
228,0.208026,,,27,
229,0.209169,,,27,
230,0.210312,,,27,
231,0.211455,,,27,
232,0.212598,,,27,
233,0.213741,,,25,
234,0.214884,,,25,
235,0.216027,,,25,
236,0.21717,,,25,
237,0.218313,,,25,
238,0.219456,,,25,
239,0.220599,,,25,
240,0.221742,,,25,
241,0.222885,,,25,
242,0.224028,,,25,
243,0.225171,,,25,
244,0.226314,,,25,
245,0.227457,,,25,
246,0.2286,,,26,
247,0.2286,,,26,
248,0.2286,,,26,
249,0.2286,,,26,
250,0.2286,,,26,
251,0.2286,,,26,
252,0.2286,,,26,
253,0.2286,,,26,
254,0.2286,,,26,
255,0.2286,,,26,
256,0.2286,,,26,
257,0.2286,,,26,
258,0.2286,,,26,
259,0.2286,,,26,
260,0.2286,,,26,
261,0.2286,,,26,
262,0.2286,,,26,
263,0.2286,,,26,
264,0.2286,,,26,
265,0.2286,,,26,
266,0.2286,,,26,
267,0.2286,,,26,
268,0.2286,,,26,
269,0.2286,,,26,
270,0.2286,,,26,
271,0.2286,,,26,
272,0.2286,,,26,
273,0.239,,,26,
274,0.240089,,,26,
275,0.241177,,,26,
276,0.242266,,,26,
277,0.243354,,,26,
278,0.244443,,,26,
279,0.245531,,,26,
280,0.24662,,,26,
281,0.247709,,,26,
282,0.248797,,,26,
283,0.249886,,,26,
284,0.250974,,,26,
285,0.252063,,,26,
286,0.253151,,,26,
287,0.25424,,,26,
288,0.255329,,,26,
289,0.256417,,,26,
290,0.257506,,,26,
291,0.258594,,,26,
292,0.259683,,,26,
293,0.260771,,,26,
294,0.26186,,,26,
295,0.262949,,,26,
296,0.264037,,,26,
297,0.265126,,,26,
298,0.266214,,,26,
299,0.267303,,,26,
300,0.268391,,,26,
301,0.26948,,,26,
302,0.270569,,,26,
303,0.271657,,,25,
304,0.272746,,,25,
305,0.273834,,,25,
306,0.274923,,,25,
307,0.276011,,,25,
308,0.2771,,,25,
309,0.278189,,,25,
310,0.279277,,,25,
311,0.280366,,,25,
312,0.281454,,,25,
313,0.282543,,,25,
314,0.283631,,,25,
315,0.28472,,,25,
316,0.28472,,,25,
317,0.28472,,,25,
318,0.28472,,,25,
319,0.28472,,,25,
320,0.28472,,,25,
321,0.28472,,,25,
322,0.28472,,,25,
323,0.28472,,,25,
