secs,km,power,hr,cad,alt
0,0,,,0,
1,0,,,0,
2,0,,,0,
3,0,,,0,
4,0,,,0,
5,0,,,0,
6,0,,,0,
7,0,,,0,
8,0,,,0,
9,0,,,0,
10,0,,,0,
11,0,,,0,
12,0,,,0,
13,0,,,0,
14,0,,,0,
15,0,,,0,
16,0,,,0,
17,0,,,0,
18,0,,,0,
19,0,,,0,
20,0,,,0,
21,0,,,0,
22,0,,,0,
23,0,,,0,
24,0,,,0,
25,0,,,0,
26,0,,,0,
27,0,,,0,
28,0,,,0,
29,0,,,0,
30,0,,,0,
31,0,,,0,
32,0,,,0,
33,0,,,0,
34,0,,,0,
35,0,,,0,
36,0,,,0,
37,0,,,0,
38,0,,,0,
39,0,,,0,
40,0,,,0,
41,0,,,0,
42,0,,,0,
43,0,,,0,
44,0,,,0,
45,0,,,0,
46,0,,,0,
47,0,,,0,
48,0,,,0,
49,0,,,0,
50,0,,,0,
51,0,,,0,
52,0,,,0,
53,0,,,0,
54,0,,,0,
55,0,,,0,
56,0,,,0,
57,0,,,0,
58,0,,,0,
59,0,,,0,
60,0,,,0,
61,0,,,0,
62,0,,,0,
63,0,,,0,
64,0,,,0,
65,0,,,0,
66,0,,,0,
67,0,,,0,
68,0,,,0,
69,0,,,0,
70,0,,,0,
71,0,,,0,
72,0,,,0,
73,0,,,0,
74,0,,,0,
75,0,,,0,
76,0,,,0,
77,0,,,0,
78,0,,,0,
79,0,,,0,
80,0,,,0,
81,0,,,0,
82,0,,,0,
83,0,,,0,
84,0,,,0,
85,0,,,0,
86,0,,,0,
87,0,,,0,
88,0,,,0,
89,0,,,0,
90,0,,,0,
91,0,,,0,
92,0,,,0,
93,0,,,0,
94,0,,,0,
95,0,,,0,
96,0,,,0,
97,0,,,0,
98,0,,,0,
99,0,,,0,
100,0,,,0,
101,0,,,0,
102,0,,,0,
103,0,,,0,
104,0,,,0,
105,0,,,0,
106,0,,,0,
107,0,,,0,
108,0,,,0,
109,0,,,0,
110,0,,,0,
111,0,,,0,
112,0,,,0,
113,0,,,0,
114,0,,,0,
115,0,,,0,
116,0,,,0,
117,0,,,0,
118,0,,,0,
119,0,,,0,
120,0,,,0,
121,0,,,0,
122,0,,,0,
123,0,,,0,
124,0,,,0,
125,0,,,0,
126,0,,,0,
127,0,,,0,
128,0,,,0,
129,0,,,0,
130,0,,,0,
131,0,,,0,
132,0,,,0,
133,0,,,0,
134,0,,,0,
135,0,,,0,
136,0,,,0,
137,0,,,0,
138,0,,,0,
139,0,,,0,
140,0,,,0,
141,0,,,0,
142,0,,,0,
143,0,,,0,
144,0,,,0,
145,0,,,0,
146,0,,,0,
147,0,,,0,
148,0,,,0,
149,0,,,0,
150,0,,,0,
151,0,,,0,
152,0,,,0,
153,0,,,0,
154,0,,,0,
155,0,,,0,
156,0,,,0,
157,0,,,0,
158,0,,,0,
159,0,,,0,
160,0,,,0,
161,0,,,0,
162,0,,,0,
163,0,,,0,
164,0,,,0,
165,0,,,0,
166,0,,,0,
167,0,,,0,
168,0,,,0,
169,0,,,0,
170,0,,,0,
171,0,,,0,
172,0,,,0,
173,0,,,0,
174,0,,,0,
175,0,,,0,
176,0,,,0,
177,0,,,0,
178,0,,,0,
179,0,,,0,
180,0,,,0,
181,0,,,0,
182,0,,,0,
183,0,,,0,
184,0,,,0,
185,0,,,0,
186,0,,,0,
187,0,,,0,
188,0,,,0,
189,0,,,0,
190,0,,,0,
191,0,,,0,
192,0,,,0,
193,0,,,0,
194,0,,,0,
195,0,,,0,
196,0,,,0,
197,0,,,0,
198,0,,,0,
199,0,,,0,
200,0,,,0,
201,0,,,0,
202,0,,,0,
203,0,,,0,
204,0,,,0,
205,0,,,0,
206,0,,,0,
207,0,,,0,
208,0,,,0,
209,0,,,0,
210,0,,,0,
211,0,,,0,
212,0,,,0,
213,0,,,0,
214,0,,,0,
215,0,,,0,
216,0,,,0,
217,0,,,0,
218,0,,,0,
219,0,,,0,
220,0,,,0,
221,0,,,0,
222,0,,,0,
223,0,,,0,
224,0,,,0,
225,0,,,0,
226,0,,,0,
227,0,,,0,
228,0,,,0,
229,0,,,0,
230,0,,,0,
231,0,,,0,
232,0,,,0,
233,0,,,0,
234,0,,,0,
235,0,,,0,
236,0,,,0,
237,0,,,0,
238,0,,,0,
239,0,,,0,
240,0,,,0,
241,0,,,0,
242,0,,,0,
243,0,,,0,
244,0,,,0,
245,0.001056,,,28,
246,0.002112,,,28,
247,0.003168,,,28,
248,0.004224,,,28,
249,0.00528,,,28,
250,0.006336,,,28,
251,0.007392,,,28,
252,0.008448,,,28,
253,0.009504,,,28,
254,0.01056,,,28,
255,0.011616,,,28,
256,0.012672,,,28,
257,0.013728,,,28,
258,0.014784,,,28,
259,0.01584,,,28,
260,0.016896,,,28,
261,0.017952,,,28,
262,0.0191488,,,24,
263,0.0203456,,,24,
264,0.0215424,,,24,
265,0.0227392,,,24,
266,0.023936,,,24,
267,0.0251328,,,24,
268,0.0263296,,,24,
269,0.0275264,,,24,
270,0.0287232,,,24,
271,0.02992,,,24,
272,0.0311168,,,24,
273,0.0323136,,,24,
274,0.0335104,,,24,
275,0.0347072,,,24,
276,0.035904,,,24,
277,0.037026,,,25,
278,0.038148,,,25,
279,0.03927,,,25,
280,0.040392,,,25,
281,0.041514,,,25,
282,0.042636,,,25,
283,0.043758,,,25,
284,0.04488,,,25,
285,0.046002,,,25,
286,0.047124,,,25,
287,0.048246,,,25,
288,0.049368,,,25,
289,0.05049,,,25,
290,0.051612,,,25,
291,0.052734,,,25,
292,0.053856,,,25,
293,0.054912,,,24,
294,0.055968,,,24,
295,0.057024,,,24,
296,0.05808,,,24,
297,0.059136,,,24,
298,0.060192,,,24,
299,0.061248,,,24,
300,0.062304,,,24,
301,0.06336,,,24,
302,0.064416,,,24,
303,0.065472,,,24,
304,0.066528,,,24,
305,0.067584,,,24,
306,0.06864,,,24,
307,0.069696,,,24,
308,0.070752,,,24,
309,0.071808,,,24,
310,0.072864,,,24,
311,0.07392,,,24,
312,0.074976,,,24,
313,0.076032,,,24,
314,0.077088,,,24,
315,0.078144,,,24,
316,0.0792,,,24,
317,0.080256,,,24,
318,0.081312,,,24,
319,0.082368,,,24,
320,0.083424,,,24,
321,0.08448,,,24,
322,0.085536,,,24,
323,0.086592,,,24,
324,0.087648,,,24,
325,0.088704,,,24,
326,0.08976,,,24,
327,0.08976,,,0,
328,0.08976,,,0,
329,0.08976,,,0,
330,0.08976,,,0,
331,0.08976,,,0,
332,0.08976,,,0,
333,0.08976,,,0,
334,0.08976,,,0,
335,0.08976,,,0,
336,0.08976,,,0,
337,0.08976,,,0,
338,0.08976,,,0,
339,0.08976,,,0,
340,0.08976,,,0,
341,0.08976,,,0,
342,0.08976,,,0,
343,0.08976,,,0,
344,0.08976,,,0,
