secs,km,power,hr,cad,alt
0,0,0,73,0,222
1,0.00255,0,74,51,221.6
2,0.00553,0,76,55,221.4
3,0.00904,77,80,54,221.2
4,0.01272,97,81,57,221.2
5,0.01648,73,83,58,221.2
6,0.02024,58,84,62,221.2
7,0.02402,83,85,65,221.2
8,0.02788,90,86,69,221.2
9,0.03183,89,87,73,221.2
10,0.03591,88,88,71,221.4
11,0.04003,84,88,73,221.4
12,0.04414,77,87,72,221.4
13,0.04829,80,87,73,221.4
14,0.05249,80,87,75,221.4
15,0.05671,95,86,76,221.4
16,0.06099,89,86,75,221.4
17,0.06527,71,86,72,221.4
18,0.06955,81,86,72,221.4
19,0.0738,89,86,72,221.2
20,0.07807,92,87,76,221.2
21,0.0824,86,88,76,221.2
22,0.08673,77,90,75,221.2
23,0.09104,70,91,76,221.4
24,0.09535,95,92,78,221.4
25,0.09968,128,93,78,221.4
26,0.10415,113,94,75,221.4
27,0.10876,113,95,73,221.4
28,0.1134,99,96,75,221.4
29,0.11806,100,97,76,221.4
30,0.12275,109,98,76,221.2
31,0.12748,103,98,75,221.2
32,0.13222,101,98,75,221.2
33,0.13696,100,99,75,221.2
34,0.1417,88,100,76,221.2
35,0.14644,100,100,76,221.2
36,0.15119,114,101,77,221.4
37,0.15596,105,101,77,221.4
38,0.16077,100,102,76,221.6
39,0.16556,90,102,77,221.4
40,0.17037,95,103,78,221.4
41,0.17517,90,104,78,221.4
42,0.17996,108,103,78,221.4
43,0.18477,108,100,77,221.2
44,0.18957,108,99,77,221.2
45,0.19442,124,98,78,221.2
46,0.19933,110,99,77,221.2
47,0.20427,106,99,78,221.2
48,0.2092,109,100,80,221.2
49,0.21417,97,101,77,221.4
50,0.2191,94,102,76,221.4
51,0.22401,96,102,75,221.4
52,0.22892,104,103,78,221.4
53,0.23383,102,104,79,221.4
54,0.23874,102,105,76,221.4
55,0.24367,112,105,80,221.4
56,0.24861,106,106,78,221.4
57,0.25354,104,106,79,221.4
58,0.25848,106,107,79,221.4
59,0.26344,104,107,78,221.4
60,0.26841,109,108,79,221.4
61,0.27337,96,108,79,221.4
62,0.27831,96,109,78,221.4
63,0.28321,125,109,81,221.4
64,0.28815,104,110,79,221.4
65,0.29309,98,110,78,221.4
66,0.29802,117,111,79,221.4
67,0.30299,117,112,80,221.4
68,0.30798,112,112,80,221.6
69,0.313,114,113,80,221.6
70,0.31805,119,113,80,221.6
71,0.32309,108,113,80,221.6
72,0.32811,95,113,79,221.6
73,0.33313,106,113,79,221.6
74,0.3381,113,113,81,221.6
75,0.34306,122,113,82,221.6
76,0.34803,122,113,77,221.6
77,0.35307,129,113,77,221.4
78,0.35812,104,114,76,221.4
79,0.3632,105,114,75,221.4
80,0.3683,115,113,77,221.4
81,0.37341,118,113,76,221.6
82,0.37851,86,113,76,221.6
83,0.38361,131,113,81,221.4
84,0.38877,128,113,79,221.4
85,0.39392,134,113,78,221.6
86,0.39917,124,113,79,221.4
87,0.40443,133,114,79,221.4
88,0.40972,124,114,80,221.4
89,0.41505,107,114,79,221.4
90,0.42031,109,114,80,221.4
91,0.42557,119,114,80,221.4
92,0.43084,123,114,79,221.4
93,0.4361,116,114,80,221.4
94,0.44139,113,114,79,221.4
95,0.44665,101,115,79,221.4
96,0.45187,84,114,77,221.4
97,0.45708,127,114,77,221.4
98,0.46227,118,114,78,221.4
99,0.46746,118,114,79,221.4
100,0.47266,118,114,77,221.4
101,0.47785,96,114,75,221.4
102,0.48301,98,113,75,221.4
103,0.48814,121,113,78,221.4
104,0.49328,121,112,78,221.4
105,0.49844,112,112,77,221.4
106,0.50359,110,112,77,221.4
107,0.50875,87,111,77,221.4
108,0.51385,70,111,78,221.4
109,0.5189,97,110,77,221.4
110,0.52386,116,111,77,221.4
111,0.52885,125,111,76,221.4
112,0.53387,110,111,76,221.4
113,0.53892,103,111,76,221.2
114,0.54397,104,111,74,221.2
115,0.54899,89,111,76,221.2
116,0.55398,107,111,77,221.2
117,0.55897,101,111,77,221.2
118,0.56397,106,111,74,221.2
119,0.56896,117,112,76,221.2
120,0.57398,117,112,76,221.4
121,0.57903,111,112,75,221.4
122,0.58407,112,113,75,221.4
123,0.58915,118,114,77,221.4
124,0.59425,114,115,76,221.4
125,0.59936,105,116,76,221.4
126,0.60446,112,116,76,221.4
127,0.60959,101,116,77,221.4
128,0.6147,102,117,77,221.4
