secs,km,power,hr,cad,alt
0,0,,87,0,34.8
1,0.0002,,88,0,35
2,0.0002,,90,29,35
3,0.0002,,92,58,35
4,0.0002,,94,87,35
5,0.0002,,94,87,35
6,0.0031,,94,87,35.2
7,0.0058,,94,88,35.2
8,0.0092,,98,89,35.4
9,0.0139,,99,88,35.6
10,0.0176,,99,88,35.8
11,0.0216,,100,88,36
12,0.0256,,101,88,36
13,0.0292,,105,88,36
14,0.0332,,111,88,35.8
15,0.0372,,114,87,35.8
16,0.041,,116,86,35.4
17,0.0443,,119,86,35.2
18,0.0465,,125,86,35.4
19,0.0477,,130,86,35.2
20,0.0494,,132,85,35.2
21,0.0525,,133,87,35
22,0.0562,,134,87,35.2
23,0.0597,,135,86,35.4
24,0.0635,,136,87,35.2
25,0.0673,,137,88,35.4
26,0.0707,,137,87,35.6
27,0.0742,,138,87,35.6
28,0.0784,,138,87,35.6
29,0.0822,,139,88,36
30,0.0863,,140,87,36.2
31,0.0898,,141,87,35.8
32,0.0936,,142,87,35.8
33,0.0965,,142,87,36.2
34,0.1001,,143,86,36.2
35,0.1036,,144,87,36.4
36,0.1074,,144,87,37
37,0.1114,,144,87,37.2
38,0.1152,,145,86,37.2
39,0.1193,,145,87,37.4
40,0.1231,,146,87,37.6
41,0.1268,,147,87,38
42,0.1299,,147,87,38.4
43,0.1332,,147,87,38.2
44,0.1368,,147,87,38.4
45,0.1399,,148,87,38.8
46,0.1434,,148,87,39.2
47,0.1467,,149,87,39.4
48,0.1509,,150,87,39.4
49,0.1549,,151,87,39.4
50,0.1589,,151,87,39.4
51,0.1628,,152,87,39.6
52,0.1668,,152,87,40
53,0.1707,,152,87,40
54,0.1745,,154,87,40.4
55,0.1782,,154,87,40.4
56,0.1815,,154,87,40.4
57,0.1849,,154,87,40.4
58,0.1882,,155,87,40.8
59,0.1921,,155,87,41
60,0.1963,,156,87,41.2
61,0.2005,,156,87,41.4
62,0.2045,,156,86,41.4
63,0.2081,,157,86,41.6
64,0.2122,,157,86,41.6
65,0.2157,,158,86,41.6
66,0.2199,,157,86,41.8
67,0.2239,,158,86,41.6
68,0.2285,,158,86,41.6
69,0.2326,,159,86,41.8
70,0.2368,,158,87,42.2
71,0.2406,,158,86,42.2
72,0.2441,,159,86,42.2
73,0.2479,,159,87,42.4
74,0.2522,,159,87,42.4
75,0.2566,,159,87,42.6
76,0.2609,,159,87,42.8
77,0.2654,,159,87,42.8
78,0.2701,,159,87,43
79,0.2738,,159,87,43
80,0.2773,,159,86,43
81,0.2809,,159,87,43
82,0.2846,,159,87,43.4
83,0.2858,,159,87,43.4
84,0.2892,,161,87,43.6
85,0.2931,,161,87,43.8
86,0.2972,,160,87,44.2
87,0.3011,,160,87,44
88,0.3049,,160,87,44.2
89,0.308,,160,87,44.4
90,0.3115,,160,87,44.6
91,0.3149,,159,87,44.4
92,0.3182,,160,87,44.6
93,0.3213,,160,87,44.6
94,0.3239,,160,87,44.6
95,0.327,,160,87,44.6
96,0.3301,,160,87,44.6
97,0.3334,,160,87,44.8
98,0.3368,,160,87,45
99,0.3406,,159,86,45.2
100,0.3439,,160,86,45.4
101,0.3473,,160,86,45.6
102,0.3509,,160,86,45.6
103,0.3534,,159,86,45.8
104,0.3566,,159,86,46
105,0.3602,,159,86,45.6
106,0.3642,,159,86,45.8
107,0.3679,,160,86,46
108,0.3708,,159,86,46
109,0.3739,,159,86,46
110,0.377,,160,86,46
111,0.3803,,160,87,46.2
112,0.3836,,160,87,46.4
113,0.387,,160,86,46.6
114,0.3901,,160,86,46.6
115,0.3929,,161,87,46.8
116,0.3954,,161,86,46.6
117,0.3985,,161,86,47
118,0.402,,161,86,47
119,0.4053,,161,86,46.8
120,0.4079,,162,87,47
121,0.4102,,162,87,47.2
122,0.4135,,162,86,47.4
123,0.4165,,161,86,47.4
124,0.4198,,162,87,47.6
125,0.4234,,162,86,47.8
126,0.4275,,163,87,47.8
127,0.4312,,163,87,47.8
128,0.435,,163,87,48.2
129,0.4383,,163,87,48.4
130,0.4414,,163,87,48.2
131,0.4445,,163,87,48.4
132,0.447,,163,87,48.6
133,0.4499,,163,87,48.6
134,0.4536,,163,87,48.8
135,0.4572,,164,87,49.2
136,0.4607,,164,87,49.2
137,0.464,,165,87,49
138,0.4677,,165,87,49.4
139,0.4713,,165,86,49
140,0.4748,,164,86,49.4
141,0.4781,,165,87,49.8
142,0.4814,,165,87,50
143,0.4847,,165,87,50
144,0.4876,,166,87,50.2
145,0.4903,,166,86,50.2
146,0.493,,165,86,50.4
147,0.4959,,165,86,50.2
148,0.4991,,165,86,50.4
149,0.5021,,165,86,50.6
150,0.5053,,166,86,50.8
151,0.5083,,166,86,50.6
152,0.5114,,167,87,50.6
153,0.5146,,166,86,50.6
154,0.5173,,166,86,50.6
155,0.5204,,166,86,51
156,0.5231,,166,86,51.2
157,0.5257,,166,86,51.2
158,0.5288,,166,86,51.2
159,0.5319,,166,86,51.4
160,0.5351,,165,86,51.4
161,0.5378,,165,86,51.2
162,0.5404,,165,86,51.4
163,0.5435,,165,86,51.6
164,0.5468,,164,86,51.8
165,0.5502,,164,86,52
166,0.5535,,164,86,52
167,0.5566,,164,86,52.2
168,0.5597,,164,86,52.2
169,0.5627,,164,86,52.2
170,0.566,,165,86,52.2
171,0.5692,,163,86,52.2
172,0.5727,,164,86,52.2
173,0.5759,,164,85,52.2
174,0.5795,,164,85,52.4
175,0.5829,,164,85,52.4
176,0.5867,,164,86,52.6
177,0.5904,,164,86,52.8
178,0.594,,164,86,52.6
179,0.5975,,164,86,52.8
180,0.601,,164,86,53
181,0.6045,,164,86,53.2
182,0.6075,,165,86,53.2
183,0.6106,,165,86,53.4
184,0.6138,,165,86,53.6
185,0.6166,,164,86,53.8
