secs,km,power,hr,cad,alt
0,0,,91,,112.8
1,0,,91,,112.8
2,0,,94,,113
3,0,,97,,113
4,0,,99,,113
5,0,,102,,113
6,0,,105,,113
7,0,,107,,113
8,0,,109,,113
9,0,,109,,113.2
10,0,,111,,113.2
11,0,,111,,113.2
12,0,,109,,113.4
13,0,,108,,113.4
14,0,,107,,113.2
15,0,,107,,113.2
16,0,,107,,113.2
17,0,,108,,113
18,0,,109,,113
19,0,,109,,113
20,0,,110,,113
21,0,,111,,113
22,0,,112,,112.8
23,0,,113,,112.6
24,0,,113,,112.6
25,0,,114,,112.6
26,0,,114,,112.6
27,0,,114,,112.6
28,0,,114,,112.8
29,0,,114,,113
30,0,,113,,113
31,0,,113,,113
32,0,,113,,113.2
33,0,,113,,113.2
34,0,,113,,113.2
35,0,,114,,113
36,0,,115,,113
37,0,,115,,113
38,0,,114,,113.2
39,0,,115,,113.4
40,0,,116,,113.2
41,0,,117,,113
42,0,,118,,113
43,0,,121,,113
44,0,,121,,113
45,0,,121,,113.2
46,0,,122,,113.2
47,0,,123,,113
48,0,,123,,113.2
49,0,,123,,113
50,0,,123,,113.6
51,0,,123,,113.6
52,0,,124,,113.8
53,0,,124,,114
54,0,,124,,113.6
55,0,,124,,113.2
56,0,,124,,113.2
57,0,,123,,113.2
58,0,,123,,113.2
59,0,,122,,113.2
60,0,,122,,113.2
61,0,,122,,113.2
62,0,,122,,113
63,0,,122,,113
64,0,,124,,113
65,0,,125,,113
66,0,,126,,113
67,0,,127,,112.8
68,0,,128,,112.8
69,0,,129,,112.8
70,0,,130,,112.8
71,0,,130,,112.8
72,0,,130,,112.8
73,0,,130,,113
74,0,,129,,113.2
75,0,,129,,113.2
76,0,,129,,113.2
77,0,,128,,113.4
78,0,,129,,113
79,0,,128,,113
80,0,,129,,113
81,0,,129,,112.8
82,0,,129,,112.8
83,0,,130,,112.8
84,0,,130,,112.8
85,0,,131,,112.8
86,0,,131,,113
87,0,,131,,112.8
88,0,,131,,112.8
89,0,,131,,112.8
90,0,,131,,112.8
91,0,,131,,112.8
92,0,,132,,112.8
93,0,,132,,112.8
94,0,,132,,112.8
95,0,,132,,112.8
96,0,,132,,112.8
97,0,,132,,112.8
98,0,,132,,112.8
99,0,,131,,112.8
100,0,,131,,112.8
101,0,,131,,112.8
102,0,,131,,112.8
103,0,,131,,112.8
104,0,,131,,112.8
105,0,,131,,113
106,0,,132,,112.8
107,0,,132,,112.8
108,0,,132,,112.8
109,0,,133,,112.6
110,0,,133,,112.6
111,0,,134,,112.6
112,0,,134,,112.8
113,0,,134,,112.8
114,0,,135,,113.2
115,0,,135,,113.2
116,0,,136,,113
117,0,,136,,112.8
118,0,,136,,112.8
119,0,,135,,112.8
120,0,,135,,112.8
121,0,,136,,112.6
122,0,,137,,112.6
123,0,,137,,112.6
124,0,,137,,112.6
125,0,,137,,112.6
126,0,,137,,112.6
127,0,,137,,112.6
128,0,,137,,112.6
129,0,,138,,112.6
130,0,,138,,112.6
131,0,,138,,112.6
132,0,,138,,112.6
133,0,,138,,112.6
134,0,,138,,112.6
135,0,,139,,112.6
136,0,,139,,112.6
137,0,,139,,112.6
138,0,,139,,112.6
139,0,,139,,112.6
140,0,,140,,112.6
141,0,,140,,112.6
142,0,,139,,112.6
143,0,,140,,112.6
144,0,,140,,112.6
145,0,,140,,112.6
146,0,,140,,112.6
147,0,,140,,112.6
148,0,,140,,112.6
149,0,,140,,112.6
150,0,,140,,112.6
151,0,,139,,112.8
152,0,,139,,112.8
153,0,,139,,112.8
154,0,,139,,112.6
155,0,,138,,112.4
156,0,,138,,112.4
157,0,,137,,112.6
158,0,,137,,112.4
159,0,,136,,112.6
160,0,,135,,112.6
161,0,,135,,112.6
162,0,,136,,112.8
163,0,,136,,112.6
164,0,,136,,112.6
165,0,,136,,112.8
166,0,,137,,112.8
167,0,,136,,112.8
168,0,,136,,112.8
169,0,,136,,112.6
170,0,,135,,112.6
171,0,,135,,112.6
172,0,,134,,112.8
173,0,,135,,112.6
174,0,,135,,112.6
175,0,,135,,112.6
176,0,,136,,112.6
177,0,,137,,112.6
178,0,,137,,112.6
179,0,,137,,112.6
180,0,,137,,112.6
181,0,,138,,112.6
182,0,,138,,112.6
183,0,,138,,112.6
184,0,,137,,112.4
185,0,,137,,112.4
186,0,,137,,112.4
187,0,,137,,112.4
188,0,,137,,112.4
189,0,,137,,112.4
190,0,,137,,112.4
191,0,,137,,112.4
192,0,,138,,112.4
193,0,,137,,112.4
194,0,,137,,112.4
195,0,,137,,112.4
196,0,,137,,112.4
197,0,,137,,112.4
198,0,,138,,112.4
199,0,,138,,112.4
200,0,,138,,112.4
201,0,,138,,112.4
202,0,,138,,112.4
203,0,,138,,112.4
204,0,,138,,112.4
205,0,,138,,112.4
206,0,,138,,112.4
207,0,,137,,112.4
208,0,,137,,112.4
209,0,,137,,112.4
210,0,,137,,112.4
211,0,,137,,112.4
212,0,,138,,112.4
213,0,,138,,112.4
214,0,,138,,112.4
215,0,,139,,112.4
216,0,,139,,112.4
217,0,,139,,112.4
218,0,,139,,112.4
219,0,,138,,112.2
220,0,,138,,112.2
221,0,,138,,112.2
222,0,,138,,112.2
223,0,,139,,112.8
224,0,,139,,112.4
225,0,,140,,112.4
226,0,,140,,112.4
227,0,,140,,112.4
228,0,,140,,112.4
229,0,,140,,112.2
230,0,,140,,112.2
231,0,,140,,112.2
232,0,,140,,112.2
233,0,,140,,112.2
234,0,,141,,112.2
235,0,,142,,112.2
236,0,,142,,112.2
237,0,,143,,112.2
238,0,,143,,112.2
239,0,,143,,112.2
240,0,,143,,112.2
241,0,,143,,112.2
242,0,,143,,112.2
243,0,,144,,112.2
244,0,,144,,112.2
245,0,,145,,112.4
246,0,,145,,112.4
247,0,,146,,112.4
248,0,,146,,112.4
249,0,,146,,112.2
250,0,,147,,112.2
251,0,,147,,112.2
252,0,,147,,112.2
253,0,,146,,112.2
254,0,,146,,112.2
255,0,,146,,112.2
256,0,,146,,112.2
257,0,,147,,112.2
258,0,,147,,112.2
259,0,,147,,112.2
260,0,,147,,112.2
261,0,,146,,112.2
262,0,,146,,112.2
263,0,,146,,112.2
264,0,,145,,112.2
265,0,,145,,112.2
266,0,,144,,112.2
267,0,,144,,112.2
268,0,,144,,112.2
269,0,,144,,112.2
270,0,,145,,112.2
271,0,,145,,112.2
272,0,,145,,112
273,0,,145,,112
274,0,,146,,112
275,0,,146,,112.2
276,0,,147,,112.2
277,0,,148,,112.2
278,0,,148,,112.2
279,0,,148,,112
280,0,,149,,112
281,0,,149,,112
282,0,,150,,112
283,0,,150,,112
284,0,,150,,112
285,0,,150,,112
286,0,,150,,112.2
287,0,,151,,112.4
288,0,,151,,112.4
289,0,,151,,112.4
290,0,,152,,112.2
291,0,,152,,112.4
292,0,,152,,112.4
293,0,,153,,112.4
294,0,,154,,112.2
295,0,,152,,112.2
296,0,,151,,112.2
297,0,,151,,112.2
