secs,km,power,hr,cad,alt
0,0,,,0,-47.2
1,0,,,0,-47.2
6,0,,,0,-47.6
7,0,,,0,-47.2
8,0.0014,,,0,-47
9,0.0038,,,0,-46.6
10,0.0051,,,0,-46.4
11,0.0067,,,0,-46
12,0.0075,,,0,-46
13,0.0085,,,47,-46.4
14,0.0102,,,47,-46.2
15,0.0113,,,47,-46.2
16,0.0123,,,47,-46.2
17,0.0139,,,47,-46
18,0.0153,,,47,-46.6
19,0.0166,,,47,-46.4
20,0.0179,,,47,-47
21,0.0191,,,47,-47
22,0.0205,,,47,-46.8
23,0.0219,,,47,-47
24,0.0233,,,51,-47
25,0.0245,,,51,-47.2
26,0.026,,,51,-47.2
27,0.0272,,,49,-47.2
28,0.0285,,,49,-47.2
29,0.0299,,,49,-47.2
30,0.0311,,,49,-47.2
31,0.0322,,,49,-47.2
32,0.0337,,,49,-47.2
33,0.0348,,,48,-47.2
34,0.0358,,,48,-47.2
35,0.0369,,,48,-47.2
36,0.0379,,,48,-47.2
37,0.039,,,48,-47.4
38,0.0403,,,48,-47.2
39,0.0416,,,49,-47.2
40,0.043,,,49,-47.2
41,0.0442,,,49,-47.4
42,0.0452,,,49,-47.4
43,0.0464,,,49,-47.4
44,0.0472,,,49,-47.6
45,0.0479,,,0,-47.6
46,0.0484,,,0,-47.4
47,0.0488,,,0,-47.4
48,0.0493,,,0,-47.8
49,0.0493,,,0,-47.8
50,0.0495,,,0,-47.8
51,0.0496,,,0,-47.8
52,0.0497,,,0,-47.8
53,0.0498,,,0,-48
54,0.0498,,,0,-48
55,0.0498,,,0,-48
56,0.0498,,,0,-48
57,0.0498,,,0,-48
58,0.0503,,,0,-47.8
59,0.0505,,,0,-47.6
60,0.0507,,,0,-47.6
61,0.0509,,,0,-47.2
62,0.0509,,,0,-47.4
63,0.0511,,,0,-47.4
64,0.0511,,,0,-47.4
65,0.0511,,,0,-47.4
66,0.0511,,,0,-47.4
67,0.0511,,,0,-47.4
68,0.0511,,,0,-47.6
69,0.0512,,,0,-47.6
70,0.0512,,,0,-47.6
71,0.0512,,,0,-47.6
72,0.0512,,,0,-47.6
73,0.0512,,,0,-47.6
74,0.0512,,,0,-47.8
75,0.0513,,,0,-47.8
